content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,tweet_without_stopwords
kondisi saat ini kualitas udara relatif menjadi masalah serius sehingga sdh cukup banyak yg kena ispa. saran nya dok,5,0.0,0.0,Positive,kondisi saat ini kualitas udara relatif menjadi masalah serius sehingga sdh cukup banyak yg kena ispa. saran nya dok
aplikasi yg bermanfaat dan membantu disaat sakit,5,0.0,0.0,Positive,aplikasi yg bermanfaat dan membantu disaat sakit
good,5,0.7,0.6000000000000001,Positive,good
sangat membantu untuk konsultasi dari rumah,5,0.0,0.0,Positive,sangat membantu untuk konsultasi dari rumah
"recommended sekali aplikasinya ,fiturnya lengkap dan sangat membantu saya",5,0.0,0.0,Positive,"recommended sekali aplikasinya ,fiturnya lengkap dan sangat membantu saya"
aplikasi yg sangat membantu,5,0.0,0.0,Positive,aplikasi yg sangat membantu
kenapa tidak keluar suara ya pas saya konsultasi sama dokternya jadi kita live di vidio tapi komunikasi lewat cat kan ngeri juga kaya berasa ngobrol sama tembok. perbaiki lagi dong rugi lah 25.000 cuma tatap tatapan saja sama dokter tanpa komunikasi sampai selesai. pas pemberitahuan waktu akan habis nyaring dan jelas suara pemberitahuan aplikasi nya. kl komunikasi malah kaya ngobrol sama semut ngga keluar suara sepatah kata pun,1,0.13636363636363635,0.5,Negative,kenapa tidak keluar suara ya pas saya konsultasi sama dokternya jadi kita live di vidio tapi komunikasi lewat cat kan ngeri juga kaya berasa ngobrol sama tembok. perbaiki lagi dong rugi lah 25.000 cuma tatap tatapan saja sama dokter tanpa komunikasi sampai selesai. pas pemberitahuan waktu akan habis nyaring dan jelas suara pemberitahuan aplikasi nya. kl komunikasi malah kaya ngobrol sama semut ngga keluar suara sepatah kata pun
"apaan gak yes blas, org urgent butuh dokter giliran nulis resep malah ngehang ga bisa2, aplikasi aneh!",1,0.0,0.0,Negative,"apaan gak yes blas, org urgent butuh dokter giliran nulis resep malah ngehang ga bisa2, aplikasi aneh!"
"mantap.... nih aplikasi, sayangnya cuman satu, saya yang punya kamera depan yang memiliki lampu fles kamera, namun tidak ada fitur mengaktifkannya, semoga pihak yesdok nantinya mengadakan fitur ini😇😇😇",5,0.0,0.0,Positive,"mantap.... nih aplikasi, sayangnya cuman satu, saya yang punya kamera depan yang memiliki lampu fles kamera, namun tidak ada fitur mengaktifkannya, semoga pihak yesdok nantinya mengadakan fitur ini😇😇😇"
sangat bermanfaat👍,5,0.0,0.0,Positive,sangat bermanfaat👍
karna pelayanan nya baik,5,0.0,0.0,Positive,karna pelayanan nya baik
sangat membantu sekali aplikasinya,4,0.0,0.0,Positive,sangat membantu sekali aplikasinya
"ini gimana sih mau masuk,udah bikin pin ditolak terus!!!!..😠😠😠😠😡😡😡😡",1,0.0,0.0,Negative,"ini gimana sih mau masuk,udah bikin pin ditolak terus!!!!..😠😠😠😠😡😡😡😡"
sejauh ini masih bagus...,5,0.0,0.0,Positive,sejauh ini masih bagus...
terimakasih yes dok,5,0.0,0.0,Positive,terimakasih yes dok
bagusss bngt,5,0.0,0.0,Positive,bagusss bngt
ok,5,0.5,0.5,Positive,ok
oke,5,0.0,0.0,Positive,oke
"mohon bantuannya, saya tidak bisa mengakses rangkuman konsultasi serta resep obat yg di berikan di aplikasi yes dok maupun di email. terus untuk membuka rangkuman konsultasi lewat email yg dikirim melalui pdf itu dibutuhkan kata sandi, tapi saya sudah mengikuti instruksi untuk kata sandi sesuai dengn tanggal lahir sayam tetapi tetap tidak bisa di akses.",5,0.0,0.0,Positive,"mohon bantuannya, saya tidak bisa mengakses rangkuman konsultasi serta resep obat yg di berikan di aplikasi yes dok maupun di email. terus untuk membuka rangkuman konsultasi lewat email yg dikirim melalui pdf itu dibutuhkan kata sandi, tapi saya sudah mengikuti instruksi untuk kata sandi sesuai dengn tanggal lahir sayam tetapi tetap tidak bisa di akses."
sangat baik,5,0.0,0.0,Positive,sangat baik
sangat membantu. beneran bisa video call dengan dokter.,5,0.0,0.0,Positive,sangat membantu. beneran bisa video call dengan dokter.
"gk jelas, otp udah masuk udah bener tapi gk login login??",1,0.0,0.0,Negative,"gk jelas, otp udah masuk udah bener tapi gk login login??"
aplikasi yg sangat bagus untuk kita bisa berkonsultasi lgsg dgn dokter. sangat membantu bagi kesehatan dan kesuburan masyarakat. good job & success always 👍👍,5,0.5,0.30000000000000004,Positive,aplikasi yg sangat bagus untuk kita bisa berkonsultasi lgsg dgn dokter. sangat membantu bagi kesehatan dan kesuburan masyarakat. good job & success always 👍👍
semoga dengan aplikasi ini banyak masyarakat terbantu tertuma pada masyrkat yg kurang mampu,5,0.0,0.0,Positive,semoga dengan aplikasi ini banyak masyarakat terbantu tertuma pada masyrkat yg kurang mampu
aplikasi nya bgus bs berbicara scara langsung sama dokter nya,5,0.0,0.0,Positive,aplikasi nya bgus bs berbicara scara langsung sama dokter nya
"aplikasinya bagus..bermanfaat sekali buat tanya² seputar kesehatan,dan info² tentang kesehatan...",5,0.0,0.0,Positive,"aplikasinya bagus..bermanfaat sekali buat tanya² seputar kesehatan,dan info² tentang kesehatan..."
"aplikasi yang sangat bermanfaat semenjak saya kenal aplikasi yesdok jadi ga bingung ga perlu khawatir kalau saya sakit karena di aplikasi yesdok ini bisa bertanya langsung kepada para dokter tentang berbagai keluhan kesehatan saya dan pertanyaannya bisa diajukan via telepon, sms, hingga panggilan video , keren bangett terimakasih yesdok🙏",5,0.0,0.0,Positive,"aplikasi yang sangat bermanfaat semenjak saya kenal aplikasi yesdok jadi ga bingung ga perlu khawatir kalau saya sakit karena di aplikasi yesdok ini bisa bertanya langsung kepada para dokter tentang berbagai keluhan kesehatan saya dan pertanyaannya bisa diajukan via telepon, sms, hingga panggilan video , keren bangett terimakasih yesdok🙏"
"aplikasi yang sangat membantu untukku untuk bisa bertanya langsung kepada para dokter tentang berbagai keluhan kesehatan. yang lebih memudahkannya lagi, pertanyaan bisa diajukan via telepon, sms, hingga panggilan video. sukses selalu untuk yesdok",5,0.0,0.0,Positive,"aplikasi yang sangat membantu untukku untuk bisa bertanya langsung kepada para dokter tentang berbagai keluhan kesehatan. yang lebih memudahkannya lagi, pertanyaan bisa diajukan via telepon, sms, hingga panggilan video. sukses selalu untuk yesdok"
kenapa yaa rekaman vcall di yes dok gak kesimpan di riwayat? padahal sudah dari pagi tadi saya tunggu riwayat vcall tersebut untuk dipresentasikan sebagai tugas kuliah saya,4,0.0,0.0,Positive,kenapa yaa rekaman vcall di yes dok gak kesimpan di riwayat? padahal sudah dari pagi tadi saya tunggu riwayat vcall tersebut untuk dipresentasikan sebagai tugas kuliah saya
"sangat membantu saya dikala saya sedang sakit, makasih yesdok terus maju dan berkembang",5,0.0,0.0,Positive,"sangat membantu saya dikala saya sedang sakit, makasih yesdok terus maju dan berkembang"
oke,5,0.0,0.0,Positive,oke
oke.bagus,5,0.0,0.0,Positive,oke.bagus
ok,5,0.5,0.5,Positive,ok
matre ah,1,0.0,0.0,Negative,matre ah
mang paat banget,5,0.0,0.0,Positive,mang paat banget
"aplikasi yang sangat membantu sekali, bagus dan banyak manfaatnya, selain bisa konsultasi langsung via video call, kita juga bisa mencari rumah sakit yang ada di sekitar kita, jadi gak perlu bingung bingung cari rumah sakit terdekat, bila kita di berada di kota lain..",5,0.0,0.0,Positive,"aplikasi yang sangat membantu sekali, bagus dan banyak manfaatnya, selain bisa konsultasi langsung via video call, kita juga bisa mencari rumah sakit yang ada di sekitar kita, jadi gak perlu bingung bingung cari rumah sakit terdekat, bila kita di berada di kota lain.."
thanks untuk apk yesdok emang bener² membantu banget untuk memberikan informasi² kesehatan yg pasti sumbernya yg valid buat aku yg awam soal dunia kesehatan dan juga apk ini juga nyediain berbagai macam layanan mulai dari konsultasi dapat memberikan kemudahan bagiku yg perlu penanganan secara cepat dan praktis 😉,5,0.2,0.2,Positive,thanks untuk apk yesdok emang bener² membantu banget untuk memberikan informasi² kesehatan yg pasti sumbernya yg valid buat aku yg awam soal dunia kesehatan dan juga apk ini juga nyediain berbagai macam layanan mulai dari konsultasi dapat memberikan kemudahan bagiku yg perlu penanganan secara cepat dan praktis 😉
"aplikasi yang sangat bagus,bisa konsultasi dengan dokter ,banyak promo spesial semoga semakin terdepan",5,0.0,0.0,Positive,"aplikasi yang sangat bagus,bisa konsultasi dengan dokter ,banyak promo spesial semoga semakin terdepan"
apk kesehatn terbaik dan dokter sgt membantu,5,0.0,0.0,Positive,apk kesehatn terbaik dan dokter sgt membantu
terlalu banyak minta data,1,0.0,0.0,Negative,terlalu banyak minta data
"saya sangat berterimakasih dan sangat bangga dengan aplikasi ini , karena dapat membantu saya",1,0.0,0.0,Negative,"saya sangat berterimakasih dan sangat bangga dengan aplikasi ini , karena dapat membantu saya"
sangat membantu dalam menanyakan hal kesehatan,5,0.0,0.0,Positive,sangat membantu dalam menanyakan hal kesehatan
pake yesdok bisa vcall sama dokternya. & nukerin 3 poin bisa dapet 1x konsultasi. mantap bisa kapan ajaa dan dimana aja. yg penting ada koneksi internet.,5,0.0,0.0,Positive,pake yesdok bisa vcall sama dokternya. & nukerin 3 poin bisa dapet 1x konsultasi. mantap bisa kapan ajaa dan dimana aja. yg penting ada koneksi internet.
siipp,5,0.0,0.0,Positive,siipp
"aplikasi ini sangat membantu dan bagus, tapi saran dari saya tolong tambah untuk psikolog biar orang gampang untuk konsultasinya",5,0.0,0.0,Positive,"aplikasi ini sangat membantu dan bagus, tapi saran dari saya tolong tambah untuk psikolog biar orang gampang untuk konsultasinya"
aplikasi yang bermanfaat untuk konsultasi,5,0.0,0.0,Positive,aplikasi yang bermanfaat untuk konsultasi
alhamdulillah luar biasa sekali mengikuti ig live dari @yesdok_id dgn topik yg menarik yaitu gangguan cemas bersama dokter yg super smart. banyak insights yg alu dapatkan seputar masalah kecemasan. thanks you so much.🥰🥰,5,0.22099567099567097,0.5023809523809524,Positive,alhamdulillah luar biasa sekali mengikuti ig live dari @yesdok_id dgn topik yg menarik yaitu gangguan cemas bersama dokter yg super smart. banyak insights yg alu dapatkan seputar masalah kecemasan. thanks you so much.🥰🥰
"aplikasi yg bermanfaat sekali untuk aku yg masih worry untuk datang ke rumah sakit . dengan aplikasi yesdok aku bisa konsultasi via video call bertatap muka dengan dokter terbaik. recommended banget sih , yuk pakai yesdok smart people.",5,0.21428571428571427,0.6428571428571429,Positive,"aplikasi yg bermanfaat sekali untuk aku yg masih worry untuk datang ke rumah sakit . dengan aplikasi yesdok aku bisa konsultasi via video call bertatap muka dengan dokter terbaik. recommended banget sih , yuk pakai yesdok smart people."
aplikasi terbaik menurut saya sangat membantu dalam memperoleh informasi tentang kesehatan di era digital seperti sekarang ini. tanpa harus pergi ke dokter cukup lewat hape aja. dengan pelayanan terbaik dan dokter yang berpengalaman di bidang nya,5,0.0,0.0,Positive,aplikasi terbaik menurut saya sangat membantu dalam memperoleh informasi tentang kesehatan di era digital seperti sekarang ini. tanpa harus pergi ke dokter cukup lewat hape aja. dengan pelayanan terbaik dan dokter yang berpengalaman di bidang nya
"aplikasi yang sangat membantu karena respon cepat sekali, semoga terus memberikan yang terbaik 👍",5,0.0,0.0,Positive,"aplikasi yang sangat membantu karena respon cepat sekali, semoga terus memberikan yang terbaik 👍"
apknya bagus.👍,4,0.0,0.0,Positive,apknya bagus.👍
aplikasi yang sangat membantu ❤️ terimakasih banyak karena telah memberikan banyak informasi seputar kesehatan,5,0.0,0.0,Positive,aplikasi yang sangat membantu ❤️ terimakasih banyak karena telah memberikan banyak informasi seputar kesehatan
"aplikasi keren..sebelum ke rumah sakit bisa konsultasi dulu sama dokter online jika ada keluhan soal kesehatan,atau tanya2 juga boleh dong..,",5,0.0,0.0,Positive,"aplikasi keren..sebelum ke rumah sakit bisa konsultasi dulu sama dokter online jika ada keluhan soal kesehatan,atau tanya2 juga boleh dong..,"
cara chat dokter nya seperti apa ya saya kurang paham,3,0.0,0.0,Neutral,cara chat dokter nya seperti apa ya saya kurang paham
bagus sangat membantu,5,0.0,0.0,Positive,bagus sangat membantu
coba kasih option lain utk kerjasama apoteknya slain k24 biar lebih variatif,4,0.0,0.0,Positive,coba kasih option lain utk kerjasama apoteknya slain k24 biar lebih variatif
yesdok berguna banget apalagi untuk masyarakat yang tidak bisa menjangkau rumah sakit,5,0.0,0.0,Positive,yesdok berguna banget apalagi untuk masyarakat yang tidak bisa menjangkau rumah sakit
"saya pengguna lama, dan sudah beberapa kali konsultasi di yesdok. kenapa milih yesdok karena udah lebih dulu menerapkan video call dengan dokter. dan tiap ulang tahun selalu dapat konsultasi gratis ❤️ thank you.",5,0.0,0.0,Positive,"saya pengguna lama, dan sudah beberapa kali konsultasi di yesdok. kenapa milih yesdok karena udah lebih dulu menerapkan video call dengan dokter. dan tiap ulang tahun selalu dapat konsultasi gratis ❤️ thank you."
"wah bagus banget aplikasi ini,dengan adanya aplikasi yesdok ini kita bisa konsultasi dengan dokter tanpa harus keluar rumah.yesdok memang oke👍",5,0.0,0.0,Positive,"wah bagus banget aplikasi ini,dengan adanya aplikasi yesdok ini kita bisa konsultasi dengan dokter tanpa harus keluar rumah.yesdok memang oke👍"
bagus banget aplikasi ini buat saya bisa tanya tentang keluhan saya 😁 good pokoknya,5,0.7,0.6000000000000001,Positive,bagus banget aplikasi ini buat saya bisa tanya tentang keluhan saya 😁 good pokoknya
"aplikasi yang sangat membantu, banyak informasi yang mudah didapatkan dan sangat bermanfaat mengenai kesehatan. terimakasih yesdok",5,0.0,0.0,Positive,"aplikasi yang sangat membantu, banyak informasi yang mudah didapatkan dan sangat bermanfaat mengenai kesehatan. terimakasih yesdok"
"saya terbantu sekali dengan adanya aplikasi ini, karena bisa konsultasi langsung dengan dokter dan juga menambah wawasan ilmu ttg kesehatan, karena ada artikel dan berita ttg kesehatan, terima kasih yesdok",5,0.0,0.0,Positive,"saya terbantu sekali dengan adanya aplikasi ini, karena bisa konsultasi langsung dengan dokter dan juga menambah wawasan ilmu ttg kesehatan, karena ada artikel dan berita ttg kesehatan, terima kasih yesdok"
mantap dokternya baik semua,5,0.0,0.0,Positive,mantap dokternya baik semua
keren sekali aplikasi ini.. apalagi pada saat live dengan dr. ika ayu masalah anti aging .. jadi pengen bertanya langsung dengan dr. ika ayu di aplikasi yes dok .. sangat bermanfaat,5,0.13636363636363635,0.5,Positive,keren sekali aplikasi ini.. apalagi pada saat live dengan dr. ika ayu masalah anti aging .. jadi pengen bertanya langsung dengan dr. ika ayu di aplikasi yes dok .. sangat bermanfaat
👍🏻,5,0.0,0.0,Positive,👍🏻
bgs mudah cara msk nya ga ribet,5,0.0,0.0,Positive,bgs mudah cara msk nya ga ribet
masya allah tabarakallah 🥺❤️❤️ bismillah semoga apk yesdok ini memberi kemanfaatan aamiin 🤲❤️🕊️,5,0.0,0.0,Positive,masya allah tabarakallah 🥺❤️❤️ bismillah semoga apk yesdok ini memberi kemanfaatan aamiin 🤲❤️🕊️
"aplikasinya sangat membantu sekali. banyak sekali informasi mengenai kesehatan. terimakasih yesdok, sukses terus",5,0.0,0.0,Positive,"aplikasinya sangat membantu sekali. banyak sekali informasi mengenai kesehatan. terimakasih yesdok, sukses terus"
"aplikasinya ringan tapi,manfaatnya besar. solusi konsul live tanya dokter terbaik👍👍",5,0.13636363636363635,0.5,Positive,"aplikasinya ringan tapi,manfaatnya besar. solusi konsul live tanya dokter terbaik👍👍"
bagus,5,0.0,0.0,Positive,bagus
sangat membantu,5,0.0,0.0,Positive,sangat membantu
appikasi yang sangat bermanfaat dan sangat berguna bagi masyarakat banyak,5,0.0,0.0,Positive,appikasi yang sangat bermanfaat dan sangat berguna bagi masyarakat banyak
wahhh bagus banget dan sangat membantu karna aplikasinya sangat tanggap cepat dan akurat. 🥰 banyak informasi jg yang didapat ttg kesehatan. terbaikkkk yesdok❤️,5,0.0,0.0,Positive,wahhh bagus banget dan sangat membantu karna aplikasinya sangat tanggap cepat dan akurat. 🥰 banyak informasi jg yang didapat ttg kesehatan. terbaikkkk yesdok❤️
wah seru banget sih live yang diadain yesdok semuanya bermanfaat dan relate banget untuk aku wanita yang butuh banyak edukasi masalah kewanitaan. terus maju dan sukses selalu semoga selalu memberikan sharing dan pengetahuan yang bermanfaat untuk kami para followers mu 🥰,5,0.13636363636363635,0.5,Positive,wah seru banget sih live yang diadain yesdok semuanya bermanfaat dan relate banget untuk aku wanita yang butuh banyak edukasi masalah kewanitaan. terus maju dan sukses selalu semoga selalu memberikan sharing dan pengetahuan yang bermanfaat untuk kami para followers mu 🥰
terimakasih,5,0.0,0.0,Positive,terimakasih
"nunggunya lama, akhirnya gagal konsultasi karena telat ngangkat telvon",1,0.0,0.0,Negative,"nunggunya lama, akhirnya gagal konsultasi karena telat ngangkat telvon"
mantap,5,0.0,0.0,Positive,mantap
mempermudah dalam hal kesehatan,5,0.0,0.0,Positive,mempermudah dalam hal kesehatan
aplikasi yang sangat bermanfaat sekalii respon cepat sekali pokoknya bikin nyaman 😘😘,5,0.0,0.0,Positive,aplikasi yang sangat bermanfaat sekalii respon cepat sekali pokoknya bikin nyaman 😘😘
aplikasi yang luar biasa sangat membantu untuk konsultasi terkait masalah kesehatan yang sedang dihadapi. thank you yesdok !,5,0.0,0.0,Positive,aplikasi yang luar biasa sangat membantu untuk konsultasi terkait masalah kesehatan yang sedang dihadapi. thank you yesdok !
dr nya ramah dan pelayanannya cepat,4,0.0,0.0,Positive,dr nya ramah dan pelayanannya cepat
"yesdok aplikasi kesehatan yg bermanfaat selain dapat informasi kesehatan jg bisa konsultasi langsung bersama expert, harus banget di download dan follow account sosmed nya karena sering ada live sharing session yg informatif dan edukatif terimakasih",5,0.13636363636363635,0.5,Positive,"yesdok aplikasi kesehatan yg bermanfaat selain dapat informasi kesehatan jg bisa konsultasi langsung bersama expert, harus banget di download dan follow account sosmed nya karena sering ada live sharing session yg informatif dan edukatif terimakasih"
aplikasi yg bermanfaat n wajib dimiliki karna informatif n memudahkan dlm mengatur jadwal konsul dokter✨🥰 keren bgt!,5,0.0,0.0,Positive,aplikasi yg bermanfaat n wajib dimiliki karna informatif n memudahkan dlm mengatur jadwal konsul dokter✨🥰 keren bgt!
respon nyasigap dan bagus,5,0.0,0.0,Positive,respon nyasigap dan bagus
gig,4,0.0,0.0,Positive,gig
"masyaallah keren bgt iniii...knp br tau skrg? 😭 app nya user friendly, dokternya ramah bgt, diagnosanya jelas, tdk membingungkan. baru nyoba ud langsung punya dokter favorit dong, yeeeeeay! 🥳 bisa konsultasi vcol gratisan jg lg 👏🤩 terima ksh yesdok, terima ksh jg dokter2ku, semoga makin berkah dan sehat selalu.. aamiin 🙏🥰",5,0.46875,0.5,Positive,"masyaallah keren bgt iniii...knp br tau skrg? 😭 app nya user friendly, dokternya ramah bgt, diagnosanya jelas, tdk membingungkan. baru nyoba ud langsung punya dokter favorit dong, yeeeeeay! 🥳 bisa konsultasi vcol gratisan jg lg 👏🤩 terima ksh yesdok, terima ksh jg dokter2ku, semoga makin berkah dan sehat selalu.. aamiin 🙏🥰"
"yesdok aplikasi sangat membantu, 24 jam melayani konsultasi online bisa via telepon, chat ataupun video call keren banget. terimakasih yesdok sudah sangat membantu.",5,0.0,0.0,Positive,"yesdok aplikasi sangat membantu, 24 jam melayani konsultasi online bisa via telepon, chat ataupun video call keren banget. terimakasih yesdok sudah sangat membantu."
sekarang lebih mudah dan gampang menerima informasi dan konsultasi kesehatan.. trima kasih yesdok,5,0.0,0.0,Positive,sekarang lebih mudah dan gampang menerima informasi dan konsultasi kesehatan.. trima kasih yesdok
tq aplikasi yesdok makasih atas konsultasinya,5,0.0,0.0,Positive,tq aplikasi yesdok makasih atas konsultasinya
yes dok..aplikasi yang sangat bermanfaat untuk konsultasi tentang kesehatan..,5,0.0,0.0,Positive,yes dok..aplikasi yang sangat bermanfaat untuk konsultasi tentang kesehatan..
"membantu bangett, bisa konsultasi privat dan mendapatkan solusi",5,0.0,0.0,Positive,"membantu bangett, bisa konsultasi privat dan mendapatkan solusi"
"bagus sekali saya sangat suka baik aplikasi nya maupun dokternya, sangat ramah dan baik",5,0.0,0.0,Positive,"bagus sekali saya sangat suka baik aplikasi nya maupun dokternya, sangat ramah dan baik"
aplikasi bagus ckp membantu,5,0.0,0.0,Positive,aplikasi bagus ckp membantu
"buat konsul dgn dokter recommended bgt nih resep juga bisa ditebus, kadang apotik selain k24 ada yg blum support e-recipe,cba cari yg apotik lain aja.. saran nih lebih banyakin metode pembayaran kayak shopee,tokped dll misalnya.",5,0.0,0.0,Positive,"buat konsul dgn dokter recommended bgt nih resep juga bisa ditebus, kadang apotik selain k24 ada yg blum support e-recipe,cba cari yg apotik lain aja.. saran nih lebih banyakin metode pembayaran kayak shopee,tokped dll misalnya."
"pilihan menu nya lengkap n mudah dimengerti, event di sosmed nya menarik dan informative. recommended bgt utk dimiliki 👍💖",5,0.0,0.0,Positive,"pilihan menu nya lengkap n mudah dimengerti, event di sosmed nya menarik dan informative. recommended bgt utk dimiliki 👍💖"
"aplikasinya sangat membantu, tadi saya baru saja ikut live di ig banyak edukasii yanh didapat, host nya jg cakep ☺️",5,0.13636363636363635,0.5,Positive,"aplikasinya sangat membantu, tadi saya baru saja ikut live di ig banyak edukasii yanh didapat, host nya jg cakep ☺️"
alhamdulillah ada aplikasi ini memudahkan saya untuk bertanya seputar kesehatan langsung pada dokternya. coba deh pake aplikasi ini biar makin tahu soal penyakit juga.,4,0.0,0.0,Positive,alhamdulillah ada aplikasi ini memudahkan saya untuk bertanya seputar kesehatan langsung pada dokternya. coba deh pake aplikasi ini biar makin tahu soal penyakit juga.
keren yesdok bisa konsultasi banyak ilmu bermanfaat yang diberikan juga ..sering2 live ya apalagi menjelang ngabuburit sangat menambah wawasan seputar kesehatan,5,0.13636363636363635,0.5,Positive,keren yesdok bisa konsultasi banyak ilmu bermanfaat yang diberikan juga ..sering2 live ya apalagi menjelang ngabuburit sangat menambah wawasan seputar kesehatan
"dari sejak hamil sampai sekarang tetap seneng konsultasi di yesdok. respon yg cepat dan analisa yg tepat. saya percayakan semuanya di yesdok karna pelayanannya cepat, tepat, dan akurat.",5,0.0,0.0,Positive,"dari sejak hamil sampai sekarang tetap seneng konsultasi di yesdok. respon yg cepat dan analisa yg tepat. saya percayakan semuanya di yesdok karna pelayanannya cepat, tepat, dan akurat."
dokternya alhamdulillah baik bgt,5,0.0,0.0,Positive,dokternya alhamdulillah baik bgt
"utk ig.live x ini sy cukup puas dgn info2 khususnya utk kesehatan mulut & gigi. durasi ig.livenya klu boleh diperpjng lg smp sktr 1 jam dong, mengingat klu dr 1 pertnyan peserta di bahasnya memkn wkt juga jd berharapnya utk pertnyan2 lainnya juga bisa ikut di bahas. dgn bnyknya yg di bahas bisa menambah ""ilmu"" bg smua peserta ig.livenya, juga mgkn utk hostnya sndr. yesdok sering2 ya ngadain acara ig.live spt ini. trmksh ya yesdok, salam sehat & sukses selalu utk yesdok....",5,0.0,0.0,Positive,"utk ig.live x ini sy cukup puas dgn info2 khususnya utk kesehatan mulut & gigi. durasi ig.livenya klu boleh diperpjng lg smp sktr 1 jam dong, mengingat klu dr 1 pertnyan peserta di bahasnya memkn wkt juga jd berharapnya utk pertnyan2 lainnya juga bisa ikut di bahas. dgn bnyknya yg di bahas bisa menambah ""ilmu"" bg smua peserta ig.livenya, juga mgkn utk hostnya sndr. yesdok sering2 ya ngadain acara ig.live spt ini. trmksh ya yesdok, salam sehat & sukses selalu utk yesdok...."
